,,,,,
Marca,Modelo,Año,País,Valor,Especificaciones
HONDA,Pilot,2019,USA,"13,673.18","SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 8 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,PASSPORT,2020,USA,"13,673.25",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,HR-V,2022,MÉXICO,"13,678.50","SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||"
HONDA,HR-V,2022,USA,"13,678.50",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,Odyssey,2021,USA,"13,698.31","SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CRV,2022,CANADÁ,"13,747.28",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2022,JAPÓN,"13,747.28",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2022,USA,"13,747.28",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2022,MÉXICO,"13,747.28",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Ridgeline,2019,CANADÁ,"13,756.19","CABINAS: DOBLE || SERIE: RTL || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 2.7 ||"
HONDA,Ridgeline,2019,USA,"13,756.19","CABINAS: DOBLE || SERIE: RTL || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 2.7 ||"
HONDA,Accord,2020,USA,"13,757.40",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Accord,2019,JAPÓN,"13,790.80","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Accord,2019,USA,"13,790.80","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Accord,2021,USA,"13,793.00",SERIE: SPORT SPECIAL EDITION || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Civic,2022,REINO UNIDO,"13,813.08","SERIE: EXL || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CIVIC,2022,REINO UNIDO,"13,813.08",SERIE: EXL HATCHBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,HR-V,2021,MÉXICO,"13,825.00",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2020,CANADÁ,"13,834.85",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2020,USA,"13,834.85",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2020,MÉXICO,"13,834.85",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2020,JAPÓN,"13,834.85",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,HR-V,2021,MÉXICO,"13,860.00","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
HONDA,HR-V,2021,USA,"13,860.00","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
HONDA,Civic,2021,USA,"13,941.11","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2021,CANADÁ,"13,941.11","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2021,JAPÓN,"13,941.11","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2023,REINO UNIDO,"13,945.75","SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2023,USA,"13,945.75","SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2023,CANADÁ,"13,945.75","SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Accord,2021,USA,"13,947.50","SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Accord,2021,JAPÓN,"13,947.50","SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CRV,2022,USA,"13,951.94",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2022,CANADÁ,"13,951.94",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2022,JAPÓN,"13,951.94",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2022,MÉXICO,"13,951.94",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Odyssey,2019,USA,"14,048.62","SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 8 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,HR-V,2022,MÉXICO,"14,080.00",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||
HONDA,HR-V,2022,MÉXICO,"14,107.50",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,PASSPORT,2019,USA,"14,120.00","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Pilot,2020,USA,"14,151.28","SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 8 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2020,REINO UNIDO,"14,152.50","SERIE: SPORT TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CIVIC,2020,USA,"14,152.50",SERIE: SPORT TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Ridgeline,2019,USA,"14,222.00","CABINAS: CREW || SERIE: RTL-T || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 5 || TRACCION: 4X4 || PUERTAS: 4 || PESODECARGA: 2.72 || EJES: 2 ||"
HONDA,HR-V,2022,MÉXICO,"14,256.00","SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
HONDA,HR-V,2022,USA,"14,256.00","SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
HONDA,Pilot,2019,USA,"14,356.84",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 8 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,Civic,2022,JAPÓN,"14,365.61","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2022,CANADÁ,"14,365.61","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2022,USA,"14,365.61","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,HR-V,2022,MÉXICO,"14,366.00","SERIE: EXL || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,HR-V,2022,USA,"14,366.00","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CIVIC,2023,REINO UNIDO,"14,391.12",SERIE: SPORT HATCHBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: FWD ||
HONDA,Civic,2023,REINO UNIDO,"14,391.12",SERIE: SPORT HATCHBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Civic,2023,CANADÁ,"14,391.12",SERIE: SPORT HATCHBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Civic,2023,USA,"14,391.12",SERIE: SPORT HATCHBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Accord,2022,USA,"14,405.60","SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Accord,2022,JAPÓN,"14,405.60","SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CRV,2020,CANADÁ,"14,433.59",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||
HONDA,CRV,2020,MÉXICO,"14,433.59",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2020,JAPÓN,"14,433.59",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2020,USA,"14,433.59",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,CANADÁ,"14,446.30",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,JAPÓN,"14,446.30",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,USA,"14,446.30",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,MÉXICO,"14,446.30",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2021,CANADÁ,"14,452.05",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2021,MÉXICO,"14,452.05",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2021,JAPÓN,"14,452.05",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2021,USA,"14,452.05",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2022,CANADÁ,"14,454.78",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,HR-V,2023,TAILANDIA,"14,460.00",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: FWD ||
HONDA,HR-V,2023,MÉXICO,"14,460.00",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,PASSPORT,2019,USA,"14,475.60",SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,PASSPORT,2020,USA,"14,511.15","SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||"
HONDA,Civic,2022,CANADÁ,"14,544.22","SERIE: SI || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2022,JAPÓN,"14,544.22","SERIE: SI || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2022,USA,"14,544.22","SERIE: SI || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2022,REINO UNIDO,"14,547.50","SERIE: HATCHBACK EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Pilot,2021,USA,"14,558.93","SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Pilot,2021,USA,"14,558.93","SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 8 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,HR-V,2021,MÉXICO,"14,575.00",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||
HONDA,CRV,2022,USA,"14,649.53",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,CANADÁ,"14,649.53",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,MÉXICO,"14,649.53",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,JAPÓN,"14,649.53",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,Civic,2023,USA,"14,725.15","SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2023,JAPÓN,"14,725.15","SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CIVIC,2023,CANADÁ,"14,725.15",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CIVIC,2023,REINO UNIDO,"14,725.15",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2022,USA,"14,756.86","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||"
HONDA,CRV,2022,CANADÁ,"14,756.86",SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,MÉXICO,"14,756.86",SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2022,JAPÓN,"14,756.86",SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,Pilot,2020,USA,"14,858.84",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,Accord,2021,USA,"14,902.00","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Pilot,2020,USA,"14,928.88",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,Pilot,2020,USA,"14,928.88",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 8 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,HR-V,2022,MÉXICO,"14,932.50",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||
HONDA,Pilot,2019,USA,"14,946.41",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 8 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Accord,2021,USA,"14,955.00","SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Accord,2021,CANADÁ,"14,955.00","SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CRV,2023,CANADÁ,"14,997.04",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2023,JAPÓN,"14,997.04",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2023,USA,"14,997.04",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2023,MÉXICO,"14,997.04",SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Odyssey,2022,USA,"15,068.14","SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2023,REINO UNIDO,"15,068.82","SERIE: EXL || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,CIVIC,2023,REINO UNIDO,"15,068.82",SERIE: EXL HATCHBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,CRV,2021,CANADÁ,"15,129.28",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2021,MÉXICO,"15,129.28",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2021,JAPÓN,"15,129.28",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,CRV,2021,USA,"15,129.28",SERIE: EX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
HONDA,Accord,2022,USA,"15,172.30",SERIE: SPORT SPECIAL EDITION || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Odyssey,2019,USA,"15,188.40",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,PASSPORT,2021,USA,"15,192.50",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,HR-V,2022,MÉXICO,"15,207.50",SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,PASSPORT,2019,USA,"15,207.60","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||"
HONDA,HR-V,2022,MÉXICO,"15,246.00","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
HONDA,HR-V,2022,USA,"15,246.00","SERIE: EX-L || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,800 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
HONDA,Ridgeline,2020,USA,"15,255.00","CABINAS: DOBLE || SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 2.7 ||"
HONDA,Ridgeline,2020,CANADÁ,"15,255.00","CABINAS: DOBLE || SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,500 || PASAJEROS: 5 || TRACCION: 4X2 || PUERTAS: 4 || PESODECARGA: 2.7 ||"
HONDA,Accord,2021,USA,"15,286.00",SERIE: SPORT || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||
HONDA,Civic,2022,USA,"15,335.22","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2022,CANADÁ,"15,335.22","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Civic,2022,JAPÓN,"15,335.22","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Accord,2022,USA,"15,342.25","SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
HONDA,Accord,2022,JAPÓN,"15,342.25","SERIE: LX || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1,500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
